description;class
pose de carrelages  de dallages fourniture pose carrelages faiences toutes tailles chape traditionnnelle et fluide piece a vivre  salle de bains terrasse  contours piscines produits carrelage en terre cuite  pierre artisan pose de carrelages  de dallages vente  pose de revetements de sols et de murs chapes l experience au service de la pose de vos carrelages et faiences specialistes de la fourniture et de la pose de vos carrelages et faiences realisation de tous vos projets interieurs comme exterieurs  en neuf et renovation notre conseil pour choisir les produits adaptes a vos envies et besoins realisation de vos projets en toutes dimensions   pieces a vivre  salle de bains  terrasse  contours piscine prise en charge de vos chapes traditionnelles ou fluides  chape lissee pour vos chambres permettant la mise en place de sol plastique ou parquet capacite de travail tout chantier professionnel et particulier intervention ain  saone   loire et jura;False
activite non renseignee    ;True
entreprises de menuiserie    ;False
entreprises d electricite generale electricien chauffagiste electricite courant faible domotique installation electrique marques legrand legrand   ;False
alarmes  surveillance   systemes  vente  installation     ;False
entreprises de maconnerie   entreprises de maconnerie entreprises de couverture ;True
vente  pose de revetements de sols et de murs    ;False
plaques de platre    ;False
entreprises de menuiserie    ;False
ebenisterie    ;False
vente  pose de revetements de sols et de murs pret d echantillon produits carrelages interieurs carrelages exterieurs   ;False
entreprises de platrerie platrerie traditionnelle  entreprises de platrerie entreprises de staff  de stuc beton cire ;False
serrurerie  metallerie    ;False
association humanitaire  d entraide  sociale    ;False
entreprises d electricite generale    ;False
plombiers chaudiere produits chaudiere au fioul pompe a chaleur  plombiers vente  installation de chauffage ;False
entreprises de peinture    ;False
activite non renseignee    ;False
depannage de chauffage    ;False
entreprises d electricite industrielle    ;False
entreprises d electricite generale    ;False
pose  entretien  vitrification de parquets entretien de parquet cire nettoyage  poncage de parquet pose de parquet stratifie  de plancher flottant renovation de plancher  de parquet vente de parquet vitrification de parquet ancien marques blanchon bona produits parquet ancien  en bambou  colle  contrecolle  pour escalier  exterieur  massif  en pvc parquet stratifie  pour terrasse plancher en bambou  stratifie  flottant  en teck  en chene  en chene massif qualibat pose  entretien  vitrification de parquets vente  pose de revetements de sols et de murs parquets ;False
depannage de chauffage douche personne handicapee produits baignoire cabine de douche lavabo plomberie robinetterie wc  depannage de chauffage vente  installation de chauffage vente  installation de salles de bain installation de sanitaires ;True
vente  installation de chauffage    ;False
fenetres   fenetres volets roulants menuiserie pvc ;False
entreprises d electricite generale    ;False
entreprises d electricite generale electricien en batiment electricite domestique mise aux normes electriques   ;False
entreprises d electricite generale    ;False
entreprises d electricite generale    ;False
entreprises de menuiserie    ;False
portes  portails portes et portails industrielles equipements de quai   niveleur  sas d etancheite portes sectionnelles travaux d electricite generale automatisation de portails devis gratuit portes et portails alu pvc bois portes de garage installation electrique mise aux normes electriques maintenance de porte industrielle motorisation de portail produits portes en aluminium  en bois  en pvc motorisation de portail portail coulissant portail industriel porte industrielle porte sectionnelle porte sectionnelle motorisee portail electrique  portes  portails entreprises d electricite generale nous sommes specialises dans l installation et la maintenance de portes et portails industriels certifiee depuis 10 annees  nos posons egalement tous types de portes motorisees pour les particuliers   portes de garages  portails  etc ayant de multiples usages  elles permettent un simple acces a un batiment ou un moyen d evacuation efficace nous nous occupons egalement de tous vos travaux d electricite generale   installation  depannage  cablage pour plus d informations appelez nous  nous repondrons a toutes vos demandes ;False
entreprises de maconnerie restauration de maison individuelle refection de toiture remplacement de tuile mecanique pose de charpente ravalement de facade taille de pierre terrassement devis gratuit artisan entreprises de maconnerie tailleurs de pierres entreprises de couverture implantee dans la region depuis une dizaine d annees  notre entreprise est specialisee dans les domaines de la couverture et de la maconnerie que ce soit pour vos travaux en neuf ou en renovation  nos professionnels vous assurent des prestations de qualite pour plus d informations  consultez notre site internet ;True
entreprises d electricite generale domotique mise aux normes electriques electricite courant faible installation electrique devis gratuit marques knx produits circuit electrique artisan rge qualifelec rge quali pv  domotique electricite bioelectricite motorisation neuf renovation electricite neuf et renovation   domotique   bio electrcite   motorisation de portail  interphone  visiophone   automatisme   knx   electro magnetique   photovoltaique   installation alarme anti  intrusion   cablage reseaux   installation video surveillance   informatique reseaux ;False
fabrication de meubles transformation d elements manipulation de resines realisation de salons realisation de bureaux realisation de banques d accueil realisation de facades marques corian produits salons bureaux banques d accueil facades   euroformes  l art de transformer la resine maitres dans l art de transformer la resine  specialistes dans la transformation d elements  essentiellement a partir de resine type corian  nous realisons des salons  des bureaux  des banques d accueil et des facades pour l hotellerie  l hospitalier  l administratif decouvrez tous les materiaux que nous pouvons travailler sur notre site internet ;False
rideaux  voilages  tissus d ameublement   rideaux  voilages  tissus d ameublement ravalement de facades entreprises de peinture ;False
